num_date_time,answer
17 2020-08-29 13,844.3738183713249
17 2020-08-29 14,806.9703440387009
17 2020-08-29 15,770.94618498894
17 2020-08-29 16,726.2537512872192
17 2020-08-29 17,701.7763199637631
17 2020-08-29 18,674.9311058828195
17 2020-08-29 19,654.3558972336104
17 2020-08-29 20,628.8972652514227
17 2020-08-29 21,599.7896674895069
17 2020-08-29 22,588.8130466759859
17 2020-08-29 23,563.9548499460524
17 2020-08-30 00,557.1260393795393
17 2020-08-30 01,548.5258389743705
17 2020-08-30 02,543.547467371532
17 2020-08-30 03,537.8232463730973
17 2020-08-30 04,533.2958542553409
17 2020-08-30 05,555.4110880453654
17 2020-08-30 06,542.3454365883039
17 2020-08-30 07,570.6949367146831
17 2020-08-30 08,605.1661178295111
17 2020-08-30 09,622.3379555847
17 2020-08-30 10,640.0258938687831
17 2020-08-30 11,663.7584353403063
17 2020-08-30 12,664.5572484777292
17 2020-08-30 13,683.8351435449608
17 2020-08-30 14,687.1728771970324
17 2020-08-30 15,687.456041594601
17 2020-08-30 16,685.3054129801149
17 2020-08-30 17,670.2099541532394
17 2020-08-30 18,648.3555294375836
17 2020-08-30 19,634.2645552640063
17 2020-08-30 20,620.7019154188184
17 2020-08-30 21,596.9272697620852
17 2020-08-30 22,587.0372235188572
17 2020-08-30 23,559.4731078279137
17 2020-08-31 00,553.1710931864537
17 2020-08-31 01,542.5945342197024
17 2020-08-31 02,538.228524007492
17 2020-08-31 03,537.9258135173967
17 2020-08-31 04,580.993818241478
17 2020-08-31 05,728.0950476265452
17 2020-08-31 06,1243.7357051868503
17 2020-08-31 07,1553.4219719120504
17 2020-08-31 08,1697.6097772168648
17 2020-08-31 09,1750.4196646625821
17 2020-08-31 10,1761.2402451580974
17 2020-08-31 11,1757.9211071663026
17 2020-08-31 12,1745.2450528591658
17 2020-08-31 13,1768.3953724725513
17 2020-08-31 14,1774.8598847352075
17 2020-08-31 15,1758.6866463945742
17 2020-08-31 16,1736.237216054845
17 2020-08-31 17,1628.0255624319316
17 2020-08-31 18,1331.8658396914486
17 2020-08-31 19,1173.2804714364906
17 2020-08-31 20,1022.6804216906559
17 2020-08-31 21,821.6446823947608
17 2020-08-31 22,723.122108147177
17 2020-08-31 23,634.8835870880964
18 2020-08-25 00,1891.5175630806184
18 2020-08-25 01,1898.5489959785987
18 2020-08-25 02,1873.135353401325
18 2020-08-25 03,1684.2890431883945
18 2020-08-25 04,666.1607150259686
18 2020-08-25 05,610.9532907851507
18 2020-08-25 06,776.1233782384772
18 2020-08-25 07,2272.444554048689
18 2020-08-25 08,2902.141849281645
18 2020-08-25 09,3206.7146756458264
18 2020-08-25 10,3339.5198733291413
18 2020-08-25 11,3379.719607136331
18 2020-08-25 12,3376.9956119546982
18 2020-08-25 13,2840.8627705764193
18 2020-08-25 14,2840.249084428966
18 2020-08-25 15,3016.8239851519215
18 2020-08-25 16,3335.4262453671386
18 2020-08-25 17,3385.790862306225
18 2020-08-25 18,3297.1038330911297
18 2020-08-25 19,2587.669183592631
18 2020-08-25 20,1524.55404004603
18 2020-08-25 21,1314.3603648651044
18 2020-08-25 22,1162.3327734070863
18 2020-08-25 23,1631.4502920674454
18 2020-08-26 00,1927.607433560685
18 2020-08-26 01,1922.1250007452693
18 2020-08-26 02,1895.807423805497
18 2020-08-26 03,1724.9826812828946
18 2020-08-26 04,746.9200348583821
18 2020-08-26 05,689.1425626503108
18 2020-08-26 06,802.7024080739648
18 2020-08-26 07,2283.673500721774
18 2020-08-26 08,2961.2953534969333
18 2020-08-26 09,3258.409053794217
18 2020-08-26 10,3376.0475713765895
18 2020-08-26 11,3415.2110985434238
18 2020-08-26 12,3388.548762577186
18 2020-08-26 13,2772.4223482021653
18 2020-08-26 14,2732.2161400632335
18 2020-08-26 15,2895.766320822806
18 2020-08-26 16,3334.320432852019
18 2020-08-26 17,3392.6258429141258
18 2020-08-26 18,3312.8739820626643
18 2020-08-26 19,2598.7311068164495
18 2020-08-26 20,1539.4853770614006
18 2020-08-26 21,1328.1917867641178
18 2020-08-26 22,1167.252241965521
18 2020-08-26 23,1637.0647810634598
18 2020-08-27 00,1942.0822817833107
18 2020-08-27 01,1939.8483591608847
18 2020-08-27 02,1917.4546904103117
18 2020-08-27 03,1726.8614713558134
18 2020-08-27 04,742.5647187933735
18 2020-08-27 05,663.8981629129496
18 2020-08-27 06,802.7071554955979
18 2020-08-27 07,2280.2998135817083
18 2020-08-27 08,2954.8054262576707
18 2020-08-27 09,3250.0902972487493
18 2020-08-27 10,3373.296403360317
18 2020-08-27 11,3426.9738792250596
18 2020-08-27 12,3411.089773613255
18 2020-08-27 13,2711.5425436800024
18 2020-08-27 14,2702.5474490777588
18 2020-08-27 15,2889.075105013345
18 2020-08-27 16,3373.283551803448
18 2020-08-27 17,3435.440789581124
18 2020-08-27 18,3334.8268483485513
18 2020-08-27 19,2591.598187633185
18 2020-08-27 20,1502.2584611274208
18 2020-08-27 21,1288.054702924996
18 2020-08-27 22,1128.737191580797
18 2020-08-27 23,1639.5855098605073
18 2020-08-28 00,1952.7189367508408
18 2020-08-28 01,1946.1914756782037
18 2020-08-28 02,1909.984591553323
18 2020-08-28 03,1692.2921310355555
18 2020-08-28 04,647.78889736797
18 2020-08-28 05,595.1048414032927
18 2020-08-28 06,742.0956505541001
18 2020-08-28 07,2216.319992838526
18 2020-08-28 08,2948.6397931825863
18 2020-08-28 09,3210.491878191088
18 2020-08-28 10,3340.551273636294
18 2020-08-28 11,3387.1953456866927
18 2020-08-28 12,3346.935760934275
18 2020-08-28 13,2652.1507905383723
18 2020-08-28 14,2657.230608312091
18 2020-08-28 15,2855.6097768103596
18 2020-08-28 16,3311.2057552603287
18 2020-08-28 17,3366.3162583759195
18 2020-08-28 18,3245.8285836493515
18 2020-08-28 19,2519.552463542612
18 2020-08-28 20,1456.9021222184003
18 2020-08-28 21,1246.176946882854
18 2020-08-28 22,1109.7379079978152
18 2020-08-28 23,1628.9598507852033
18 2020-08-29 00,1839.7059740640923
18 2020-08-29 01,1817.245906030894
18 2020-08-29 02,1736.374565844253
18 2020-08-29 03,1547.8101571128602
18 2020-08-29 04,609.0894602563056
18 2020-08-29 05,554.5084563440752
18 2020-08-29 06,582.3430719235826
18 2020-08-29 07,627.9205562230951
18 2020-08-29 08,716.4805084181885
18 2020-08-29 09,838.5523236012737
18 2020-08-29 10,931.2877376520966
18 2020-08-29 11,963.8601822388285
18 2020-08-29 12,961.571632149733
18 2020-08-29 13,947.1415735439075
18 2020-08-29 14,980.9464883678384
18 2020-08-29 15,1058.6454464001224
18 2020-08-29 16,1085.1504571143257
18 2020-08-29 17,1043.6262921037444
18 2020-08-29 18,860.4971428831791
18 2020-08-29 19,829.3195420654147
18 2020-08-29 20,840.9991012751715
18 2020-08-29 21,852.000642331166
18 2020-08-29 22,840.640448936029
18 2020-08-29 23,1410.5097037699024
18 2020-08-30 00,1458.159957246719
18 2020-08-30 01,1435.9391294864822
18 2020-08-30 02,1392.7869546800139
18 2020-08-30 03,1290.2629018731418
18 2020-08-30 04,603.0673049948539
18 2020-08-30 05,561.8811699667895
18 2020-08-30 06,580.7609974293798
18 2020-08-30 07,613.6570865280672
18 2020-08-30 08,687.7551066664419
18 2020-08-30 09,841.7149135479608
18 2020-08-30 10,996.1775827238201
18 2020-08-30 11,1066.4758214590638
18 2020-08-30 12,1094.3545420349792
18 2020-08-30 13,1172.5246662915035
18 2020-08-30 14,1247.6377372503675
18 2020-08-30 15,1464.7324432216105
18 2020-08-30 16,1536.5438312555384
18 2020-08-30 17,1511.117793469273
18 2020-08-30 18,991.4224215368033
18 2020-08-30 19,892.1390781292804
18 2020-08-30 20,800.0316811968964
18 2020-08-30 21,774.2921149291765
18 2020-08-30 22,747.1833287579224
18 2020-08-30 23,1370.720840106809
18 2020-08-31 00,1471.0480574067335
18 2020-08-31 01,1460.326286135268
18 2020-08-31 02,1435.0860682932055
18 2020-08-31 03,1337.8293556983947
18 2020-08-31 04,601.2661921603566
18 2020-08-31 05,566.2266250329205
18 2020-08-31 06,749.4923642783783
18 2020-08-31 07,2246.922816488442
18 2020-08-31 08,2828.005391655864
18 2020-08-31 09,3117.478730670751
18 2020-08-31 10,3253.8549787895354
18 2020-08-31 11,3314.1672617709414
18 2020-08-31 12,3276.632006773675
18 2020-08-31 13,2579.66455037079
18 2020-08-31 14,2538.6770345558225
18 2020-08-31 15,2695.8063452895
18 2020-08-31 16,3159.210491234427
18 2020-08-31 17,3235.52090194554
18 2020-08-31 18,3130.1786759675915
18 2020-08-31 19,2404.922834680068
18 2020-08-31 20,1421.2975670769636
18 2020-08-31 21,1214.8058797886856
18 2020-08-31 22,1075.1108270706302
18 2020-08-31 23,1560.8560928484776
19 2020-08-25 00,985.8734281091216
19 2020-08-25 01,864.5821363072213
19 2020-08-25 02,773.7497377203158
19 2020-08-25 03,715.9310417020752
19 2020-08-25 04,694.8503761402344
19 2020-08-25 05,673.1050611289967
19 2020-08-25 06,740.4413589423267
19 2020-08-25 07,920.6219809282015
19 2020-08-25 08,1027.7089789554693
19 2020-08-25 09,1094.305641422072
19 2020-08-25 10,1166.3146365640848
19 2020-08-25 11,1151.801217282055
19 2020-08-25 12,1174.1258121291291
19 2020-08-25 13,1186.580328291889
19 2020-08-25 14,1223.227109409361
19 2020-08-25 15,1226.2488916770908
19 2020-08-25 16,1246.7098542240649
19 2020-08-25 17,1282.009157367133
19 2020-08-25 18,1339.5697173205306
19 2020-08-25 19,1447.6730870194983
19 2020-08-25 20,1481.8828836255236
19 2020-08-25 21,1482.6003441419546
19 2020-08-25 22,1430.7018552106201
19 2020-08-25 23,1321.808329392381
19 2020-08-26 00,1061.4334057534268
19 2020-08-26 01,955.3877387014973
19 2020-08-26 02,854.5004274158889
19 2020-08-26 03,809.1691342497322
19 2020-08-26 04,790.1023843431483
19 2020-08-26 05,790.9666228426846
19 2020-08-26 06,854.4108203108341
19 2020-08-26 07,994.4039587812906
19 2020-08-26 08,1085.832665661251
19 2020-08-26 09,1117.0272162876531
19 2020-08-26 10,1157.2332620747536
19 2020-08-26 11,1142.3446092856516
19 2020-08-26 12,1163.108075478249
19 2020-08-26 13,1159.99314165718
19 2020-08-26 14,1169.326939605878
19 2020-08-26 15,1129.4515926546328
19 2020-08-26 16,1140.6482822599605
19 2020-08-26 17,1205.6984968687807
19 2020-08-26 18,1290.4319519509831
19 2020-08-26 19,1382.2694577825723
19 2020-08-26 20,1410.5360667809155
19 2020-08-26 21,1400.4279441676497
19 2020-08-26 22,1340.3284728803796
19 2020-08-26 23,1222.2262759034704
19 2020-08-27 00,1010.7761381589282
19 2020-08-27 01,909.4881561759834
19 2020-08-27 02,837.6016273879665
19 2020-08-27 03,798.288391414429
19 2020-08-27 04,753.7193509450645
19 2020-08-27 05,723.865441201515
19 2020-08-27 06,774.0452132285586
19 2020-08-27 07,920.057173756878
19 2020-08-27 08,999.6498949850949
19 2020-08-27 09,1019.4536882114877
19 2020-08-27 10,1055.2958210675474
19 2020-08-27 11,1028.4406669466707
19 2020-08-27 12,1027.9116981533928
19 2020-08-27 13,1016.6708506610435
19 2020-08-27 14,1024.8749895085762
19 2020-08-27 15,990.3721973356281
19 2020-08-27 16,1006.8203218328359
19 2020-08-27 17,1103.4482113716178
19 2020-08-27 18,1194.1132538241031
19 2020-08-27 19,1297.6610753208947
19 2020-08-27 20,1334.3724080937911
19 2020-08-27 21,1322.7599717103085
19 2020-08-27 22,1249.6847824787287
19 2020-08-27 23,1124.3120338872777
19 2020-08-28 00,930.6248925699819
19 2020-08-28 01,809.3180577985369
19 2020-08-28 02,721.7451786531296
19 2020-08-28 03,675.9793956750364
19 2020-08-28 04,664.7810600485219
19 2020-08-28 05,666.7218297129771
19 2020-08-28 06,739.2780775602236
19 2020-08-28 07,897.5245901527284
19 2020-08-28 08,982.2739338201819
19 2020-08-28 09,1008.9126031919379
19 2020-08-28 10,1062.6968702042727
19 2020-08-28 11,1046.8255242781277
19 2020-08-28 12,1069.9205662415904
19 2020-08-28 13,1060.9523478243284
19 2020-08-28 14,1080.7555486512645
19 2020-08-28 15,1025.8666280149523
19 2020-08-28 16,1042.7178147486522
19 2020-08-28 17,1114.4471600053632
19 2020-08-28 18,1206.7439643508453
19 2020-08-28 19,1304.9859366780502
19 2020-08-28 20,1328.4637300383295
19 2020-08-28 21,1303.0686297236145
19 2020-08-28 22,1225.487765458922
19 2020-08-28 23,1089.956918030749
19 2020-08-29 00,925.6990020570679
19 2020-08-29 01,795.4898100403022
19 2020-08-29 02,713.5035078781781
19 2020-08-29 03,656.556324538782
19 2020-08-29 04,644.532547090317
19 2020-08-29 05,636.4264119392168
19 2020-08-29 06,673.528958068041
19 2020-08-29 07,801.6509757484187
19 2020-08-29 08,918.9845791919199
19 2020-08-29 09,1005.3567950694049
19 2020-08-29 10,1082.9229892885323
19 2020-08-29 11,1062.1452224417276
19 2020-08-29 12,1082.6522053475421
19 2020-08-29 13,1083.6819194332888
19 2020-08-29 14,1110.4353620830473
19 2020-08-29 15,1058.837460230268
19 2020-08-29 16,1071.2879613299597
19 2020-08-29 17,1128.3014669014728
19 2020-08-29 18,1233.3578581764234
19 2020-08-29 19,1339.518804949155
19 2020-08-29 20,1376.0987284744701
19 2020-08-29 21,1367.705682005186
19 2020-08-29 22,1299.844942533117
19 2020-08-29 23,1171.2065710660017
19 2020-08-30 00,992.4920318193119
19 2020-08-30 01,878.5982180339423
19 2020-08-30 02,786.1354364073392
19 2020-08-30 03,733.958607781715
19 2020-08-30 04,709.6738319574505
19 2020-08-30 05,679.1160785858715
19 2020-08-30 06,695.7933854532266
19 2020-08-30 07,850.8668497914356
19 2020-08-30 08,1003.4583129833873
19 2020-08-30 09,1113.3783752937784
19 2020-08-30 10,1192.3149108655628
19 2020-08-30 11,1179.6693579836617
19 2020-08-30 12,1201.0760701730644
19 2020-08-30 13,1208.7742142825896
19 2020-08-30 14,1242.0413115046904
19 2020-08-30 15,1220.4799195778048
19 2020-08-30 16,1239.6780398504186
19 2020-08-30 17,1262.1218115335012
19 2020-08-30 18,1342.5066754123754
19 2020-08-30 19,1425.253737978103
19 2020-08-30 20,1458.5880247903674
19 2020-08-30 21,1451.4252008785647
19 2020-08-30 22,1360.5681914848553
19 2020-08-30 23,1181.0347659668157
19 2020-08-31 00,959.5424052005072
19 2020-08-31 01,834.0439141151581
19 2020-08-31 02,741.0092315086107
19 2020-08-31 03,685.8296887745514
19 2020-08-31 04,651.1038424515235
19 2020-08-31 05,651.6843056395873
19 2020-08-31 06,721.4017951382505
19 2020-08-31 07,885.2631489563659
19 2020-08-31 08,982.6379765354319
19 2020-08-31 09,1009.7851430431737
19 2020-08-31 10,1053.1486793030447
19 2020-08-31 11,1030.8976903405317
19 2020-08-31 12,1040.7372907135582
19 2020-08-31 13,1044.9820637417442
19 2020-08-31 14,1063.4564646402453
19 2020-08-31 15,1026.170729808958
19 2020-08-31 16,1039.373247131772
19 2020-08-31 17,1105.2920024982109
19 2020-08-31 18,1176.1232195186155
19 2020-08-31 19,1241.940853219979
19 2020-08-31 20,1233.396827712184
19 2020-08-31 21,1218.8333853104814
19 2020-08-31 22,1150.0449320703942
19 2020-08-31 23,1046.7244542118613
20 2020-08-25 00,1574.0933218793302
20 2020-08-25 01,1376.0039260078481
20 2020-08-25 02,1205.734941229251
20 2020-08-25 03,1124.1714452630197
20 2020-08-25 04,1087.7337446749066
20 2020-08-25 05,1097.4291418801731
20 2020-08-25 06,1235.6211565971278
20 2020-08-25 07,1503.2182204717262
20 2020-08-25 08,1748.8538587300006
20 2020-08-25 09,1795.4606883252256
20 2020-08-25 10,1897.9632077727272
20 2020-08-25 11,1981.3645661379223
20 2020-08-25 12,2081.2501117034208
20 2020-08-25 13,2139.4015258437908
20 2020-08-25 14,2144.045514565647
20 2020-08-25 15,2144.0458160776716
20 2020-08-25 16,2166.3979773144715
20 2020-08-25 17,2257.8368654389005
20 2020-08-25 18,2424.3203942605965
20 2020-08-25 19,2553.9034195158974
20 2020-08-25 20,2578.7174724367983
20 2020-08-25 21,2492.920427750397
20 2020-08-25 22,2280.743055357441
20 2020-08-25 23,2015.5004166851638
20 2020-08-26 00,1589.738027308091
20 2020-08-26 01,1391.4941425279383
20 2020-08-26 02,1232.8221421303829
20 2020-08-26 03,1154.077335101283
20 2020-08-26 04,1116.688493877285
20 2020-08-26 05,1125.1938918605629
20 2020-08-26 06,1269.6890864527697
20 2020-08-26 07,1515.87507424148
20 2020-08-26 08,1779.2706934619844
20 2020-08-26 09,1837.5034915488147
20 2020-08-26 10,1942.8286977358964
20 2020-08-26 11,2052.989947857068
20 2020-08-26 12,2153.79577268789
20 2020-08-26 13,2178.492069802012
20 2020-08-26 14,2160.0417502258674
20 2020-08-26 15,2156.382963877082
20 2020-08-26 16,2169.0186596707517
20 2020-08-26 17,2253.449257369343
20 2020-08-26 18,2393.9398655864475
20 2020-08-26 19,2519.3699007686455
20 2020-08-26 20,2559.430538040978
20 2020-08-26 21,2491.7410896202905
20 2020-08-26 22,2281.0174616400113
20 2020-08-26 23,2013.373817313223
20 2020-08-27 00,1586.9273586792303
20 2020-08-27 01,1386.4770243206392
20 2020-08-27 02,1221.285525355917
20 2020-08-27 03,1142.2843650503746
20 2020-08-27 04,1103.307873944457
20 2020-08-27 05,1122.6301131360333
20 2020-08-27 06,1267.2583031412116
20 2020-08-27 07,1509.4726267437163
20 2020-08-27 08,1746.4735942223322
20 2020-08-27 09,1768.9529248132446
20 2020-08-27 10,1816.9048727570935
20 2020-08-27 11,1870.2905722361518
20 2020-08-27 12,1945.4923088255766
20 2020-08-27 13,1932.1499822258763
20 2020-08-27 14,1903.1400792232819
20 2020-08-27 15,1915.4260003269828
20 2020-08-27 16,1933.8606958846924
20 2020-08-27 17,2014.221974684343
20 2020-08-27 18,2191.1366087277893
20 2020-08-27 19,2343.950072198535
20 2020-08-27 20,2396.523786359212
20 2020-08-27 21,2354.4074365809956
20 2020-08-27 22,2197.8823738956958
20 2020-08-27 23,1955.5248957201982
20 2020-08-28 00,1592.6690303393518
20 2020-08-28 01,1392.625781605321
20 2020-08-28 02,1225.4951256241336
20 2020-08-28 03,1141.3847714818332
20 2020-08-28 04,1103.7948578365674
20 2020-08-28 05,1107.2822841073373
20 2020-08-28 06,1241.7684721259081
20 2020-08-28 07,1494.439253518837
20 2020-08-28 08,1730.2118252582945
20 2020-08-28 09,1777.959544761291
20 2020-08-28 10,1827.4777546815824
20 2020-08-28 11,1889.7366688960547
20 2020-08-28 12,1968.173836768911
20 2020-08-28 13,1957.2521018422133
20 2020-08-28 14,1934.383529940364
20 2020-08-28 15,1940.1143788852326
20 2020-08-28 16,1964.0234971031693
20 2020-08-28 17,2053.8440806274193
20 2020-08-28 18,2238.175055495968
20 2020-08-28 19,2380.875832141723
20 2020-08-28 20,2398.2840414399925
20 2020-08-28 21,2338.2640329271912
20 2020-08-28 22,2183.9752065822154
20 2020-08-28 23,1930.788309203469
20 2020-08-29 00,1597.661267712801
20 2020-08-29 01,1402.0822118120718
20 2020-08-29 02,1242.7138975091364
20 2020-08-29 03,1149.0205848586997
20 2020-08-29 04,1087.0226523793383
20 2020-08-29 05,1079.8564214912528
20 2020-08-29 06,1149.909664829836
20 2020-08-29 07,1361.4688860983147
20 2020-08-29 08,1651.3465754946228
20 2020-08-29 09,1791.2619809665985
20 2020-08-29 10,1891.8639160614644
20 2020-08-29 11,1985.3535603963833
20 2020-08-29 12,2076.063988439468
20 2020-08-29 13,2047.029261431175
20 2020-08-29 14,1991.222081782994
20 2020-08-29 15,1966.233641355274
20 2020-08-29 16,1975.5521638088474
20 2020-08-29 17,2054.563281781876
20 2020-08-29 18,2224.9213137766287
20 2020-08-29 19,2345.1852943798335
20 2020-08-29 20,2373.8356248758755
20 2020-08-29 21,2305.8673270917843
20 2020-08-29 22,2153.6582436667086
20 2020-08-29 23,1914.186904649331
20 2020-08-30 00,1599.6989628381064
20 2020-08-30 01,1380.4120589168222
20 2020-08-30 02,1207.8780909599413
20 2020-08-30 03,1113.5409275152676
20 2020-08-30 04,1062.9447872356875
20 2020-08-30 05,1042.2742662161859
20 2020-08-30 06,1113.6991839190846
20 2020-08-30 07,1315.137025747032
20 2020-08-30 08,1604.1530091689215
20 2020-08-30 09,1770.5103577045763
20 2020-08-30 10,1906.017414397448
20 2020-08-30 11,2002.0791345611758
20 2020-08-30 12,2094.0826442475854
20 2020-08-30 13,2092.756176345981
20 2020-08-30 14,2051.7095038975826
20 2020-08-30 15,2028.1829837894209
20 2020-08-30 16,2025.7967424213007
20 2020-08-30 17,2090.0665907311404
20 2020-08-30 18,2221.3828655833927
20 2020-08-30 19,2367.9821567697463
20 2020-08-30 20,2375.8588918810574
20 2020-08-30 21,2282.2082892552553
20 2020-08-30 22,2088.472810584604
20 2020-08-30 23,1842.972462205389
20 2020-08-31 00,1459.114586906805
20 2020-08-31 01,1266.9477769327573
20 2020-08-31 02,1115.6792275540006
20 2020-08-31 03,1038.184642485285
20 2020-08-31 04,999.0969538025672
20 2020-08-31 05,1015.4524074865379
20 2020-08-31 06,1182.532546057658
20 2020-08-31 07,1440.177512654931
20 2020-08-31 08,1640.3463419833367
20 2020-08-31 09,1672.1995723875752
20 2020-08-31 10,1711.2715376183253
20 2020-08-31 11,1783.9751039067435
20 2020-08-31 12,1893.138232217114
20 2020-08-31 13,1905.6600459254719
20 2020-08-31 14,1895.9873465437436
20 2020-08-31 15,1931.850566340787
20 2020-08-31 16,1946.4826460464183
20 2020-08-31 17,2022.4059458417682
20 2020-08-31 18,2212.4759150097716
20 2020-08-31 19,2388.7573560028422
20 2020-08-31 20,2418.939697261149
20 2020-08-31 21,2343.8948075956605
20 2020-08-31 22,2170.295279905314
20 2020-08-31 23,1918.4561556821159
21 2020-08-25 00,1755.9198779078458
21 2020-08-25 01,1542.6014615857232
21 2020-08-25 02,1364.4384510206548
21 2020-08-25 03,1262.490442701593
21 2020-08-25 04,1200.194242303711
21 2020-08-25 05,1201.129172341079
21 2020-08-25 06,1512.832851113278
21 2020-08-25 07,1757.5206507035102
21 2020-08-25 08,1979.1555452572154
21 2020-08-25 09,2162.3091044927028
21 2020-08-25 10,2288.81221433692
21 2020-08-25 11,2372.8431314059962
21 2020-08-25 12,2461.2673056484305
21 2020-08-25 13,2533.478970685274
21 2020-08-25 14,2551.446284325866
21 2020-08-25 15,2564.9808478077766
21 2020-08-25 16,2603.1680010281107
21 2020-08-25 17,2692.673924638172
21 2020-08-25 18,2739.7981711727116
21 2020-08-25 19,2822.6616582647744
21 2020-08-25 20,2834.0226099747097
21 2020-08-25 21,2739.5019311585947
21 2020-08-25 22,2555.4361742883393
21 2020-08-25 23,2184.9910440040885
21 2020-08-26 00,1776.3997846211482
21 2020-08-26 01,1562.0138957536044
21 2020-08-26 02,1391.711991895979
21 2020-08-26 03,1289.3770527163915
21 2020-08-26 04,1232.6647584724535
21 2020-08-26 05,1228.1284335834246
21 2020-08-26 06,1553.510446805993
21 2020-08-26 07,1773.1538857710157
21 2020-08-26 08,1996.7806198416458
21 2020-08-26 09,2186.21077972696
21 2020-08-26 10,2320.9187566507335
21 2020-08-26 11,2415.1200885199833
21 2020-08-26 12,2519.570810027479
21 2020-08-26 13,2596.452442505389
21 2020-08-26 14,2570.589586040828
21 2020-08-26 15,2578.321426419151
21 2020-08-26 16,2602.445173155849
21 2020-08-26 17,2677.8495565034164
21 2020-08-26 18,2717.4850112501363
21 2020-08-26 19,2789.7240379814475
21 2020-08-26 20,2807.1922810569426
21 2020-08-26 21,2725.6436628087936
21 2020-08-26 22,2530.1986239881217
21 2020-08-26 23,2158.978823793235
21 2020-08-27 00,1767.4484635995593
21 2020-08-27 01,1553.8448900585495
21 2020-08-27 02,1376.3714152120874
21 2020-08-27 03,1273.1093988933692
21 2020-08-27 04,1213.9619186166353
21 2020-08-27 05,1221.3347814197741
21 2020-08-27 06,1546.680046830077
21 2020-08-27 07,1768.3856529621737
21 2020-08-27 08,1984.9860736108722
21 2020-08-27 09,2126.380462918994
21 2020-08-27 10,2233.4406657579334
21 2020-08-27 11,2327.350725661095
21 2020-08-27 12,2408.038279094659
21 2020-08-27 13,2443.125973958334
21 2020-08-27 14,2405.649722559167
21 2020-08-27 15,2415.7125318801823
21 2020-08-27 16,2437.6327077115434
21 2020-08-27 17,2503.3624024603314
21 2020-08-27 18,2555.886889707636
21 2020-08-27 19,2636.197087709961
21 2020-08-27 20,2655.2694211121625
21 2020-08-27 21,2581.156165167193
21 2020-08-27 22,2437.1530095961907
21 2020-08-27 23,2102.8164801433195
21 2020-08-28 00,1748.0034258132036
21 2020-08-28 01,1529.246151656416
21 2020-08-28 02,1349.8394762246076
21 2020-08-28 03,1248.3376559936864
21 2020-08-28 04,1197.5068615472499
21 2020-08-28 05,1188.4265337219108
21 2020-08-28 06,1502.784712089014
21 2020-08-28 07,1726.266192065554
21 2020-08-28 08,1958.7841498046557
21 2020-08-28 09,2152.388705895327
21 2020-08-28 10,2275.5768667485245
21 2020-08-28 11,2360.830246286558
21 2020-08-28 12,2430.1556005777775
21 2020-08-28 13,2471.2690106932437
21 2020-08-28 14,2437.288076180686
21 2020-08-28 15,2447.050270076274
21 2020-08-28 16,2469.2132896015423
21 2020-08-28 17,2546.3293061591216
21 2020-08-28 18,2599.0307123618204
21 2020-08-28 19,2665.837387428861
21 2020-08-28 20,2652.807424057599
21 2020-08-28 21,2552.005071990329
21 2020-08-28 22,2410.5343092211283
21 2020-08-28 23,2082.2054129360845
21 2020-08-29 00,1749.5649054208377
21 2020-08-29 01,1533.3585215257178
21 2020-08-29 02,1354.441344950849
21 2020-08-29 03,1253.6195753463317
21 2020-08-29 04,1188.2840654903955
21 2020-08-29 05,1171.4919593649295
21 2020-08-29 06,1406.985129601581
21 2020-08-29 07,1613.121926601588
21 2020-08-29 08,1867.0518310156256
21 2020-08-29 09,2111.5237290683513
21 2020-08-29 10,2251.68308649854
21 2020-08-29 11,2347.414198907608
21 2020-08-29 12,2419.252591659597
21 2020-08-29 13,2466.6683776324217
21 2020-08-29 14,2425.5344215552095
21 2020-08-29 15,2421.88639498198
21 2020-08-29 16,2437.9378038330387
21 2020-08-29 17,2518.878586632793
21 2020-08-29 18,2569.41189638354
21 2020-08-29 19,2609.432519747739
21 2020-08-29 20,2605.705792573044
21 2020-08-29 21,2483.3898809678158
21 2020-08-29 22,2347.788897476532
21 2020-08-29 23,2017.1111273574627
21 2020-08-30 00,1729.8288808142715
21 2020-08-30 01,1510.0701979602336
21 2020-08-30 02,1317.1545057840906
21 2020-08-30 03,1212.3420609183693
21 2020-08-30 04,1151.8769374322
21 2020-08-30 05,1135.611756686959
21 2020-08-30 06,1343.0883516735173
21 2020-08-30 07,1512.121181033278
21 2020-08-30 08,1755.4302799314498
21 2020-08-30 09,2022.3143877692053
21 2020-08-30 10,2203.9436163352652
21 2020-08-30 11,2332.329836097823
21 2020-08-30 12,2415.344406815858
21 2020-08-30 13,2461.2319765204397
21 2020-08-30 14,2427.475189081348
21 2020-08-30 15,2442.4089605455897
21 2020-08-30 16,2460.2015658439695
21 2020-08-30 17,2538.113236702939
21 2020-08-30 18,2570.760872474532
21 2020-08-30 19,2634.853469929924
21 2020-08-30 20,2612.228183045397
21 2020-08-30 21,2492.0054210530193
21 2020-08-30 22,2311.022316732357
21 2020-08-30 23,1974.0774529737591
21 2020-08-31 00,1604.5006043794654
21 2020-08-31 01,1400.2641795108777
21 2020-08-31 02,1244.2524473923781
21 2020-08-31 03,1145.3070024967199
21 2020-08-31 04,1100.5297492473433
21 2020-08-31 05,1099.1079294344725
21 2020-08-31 06,1389.9737090023864
21 2020-08-31 07,1601.1464991032647
21 2020-08-31 08,1825.237845073157
